identifiant_contrat;code_etablissement;code_produit;type_produit;date_ouverture;date_echeance;montant_initial;montant_restant_du;devise;type_taux;taux_dar;duree_initiale_mois;identifiant_tiers;statut_contrat;segment_clientele
C000830;ETB001;LIVRET_A;EPARGNE;2020-03-03;;236921.32;;EUR;;;;T000205;CONTENTIEUX;PARTICULIER
C000831;ETB001;PEL;EPARGNE;2016-08-10;;108732.4;;EUR;;;;T000489;CLOTURE;PME
C000832;ETB001;PEL;EPARGNE;2022-08-30;;302182.32;;EUR;;;;T000026;ACTIF;
C000833;ETB001;PRET_IMMO;CREDIT;2020-03-24;2038-08-31;434914.95;301532.9;EUR;FIXE;1.2642;60;T000424;ACTIF;ETI
C000834;ETB001;LIVRET_A;EPARGNE;2020-07-23;;111218.32;;EUR;;;;T000422;ACTIF;PME
C000835;ETB001;CAT;DEPOT;2017-09-25;;352308.52;;EUR;;;;T000478;ACTIF;
C000836;ETB001;PRET_CONSO;CREDIT;2015-05-24;2034-02-20;172220.0;140246.26;EUR;FIXE;2.6179;180;T000035;ACTIF;ETI
C000837;ETB001;PEL;EPARGNE;2019-09-22;;300946.22;;EUR;;;;T000305;ACTIF;ETI
C000838;ETB001;PRET_CONSO;CREDIT;2015-06-20;2033-12-03;105239.76;49591.98;EUR;VARIABLE;;300;T000313;ACTIF;ETI
C000839;ETB001;CAT;DEPOT;2020-06-08;;437379.68;;EUR;;;;T000487;CONTENTIEUX;ETI
C000840;ETB001;LIVRET_A;EPARGNE;2023-12-02;;232490.69;;EUR;;;;T000227;ACTIF;ETI
C000841;ETB001;DAV;DEPOT;2016-09-27;;492125.94;;EUR;;;;T000449;CONTENTIEUX;ETI
C000842;ETB001;CAT;DEPOT;2019-12-06;;350919.01;;EUR;;;;T000213;ACTIF;ETI
C000843;ETB001;CREDIT_BAIL;CREDIT;2017-09-26;2027-12-27;452627.6;90989.49;EUR;FIXE;2.3363;120;T000473;ACTIF;PARTICULIER
C000844;ETB001;CAT;DEPOT;2016-07-20;;170926.54;;EUR;;;;T000342;CONTENTIEUX;PARTICULIER
C000845;ETB001;PRET_IMMO;CREDIT;2017-06-11;2037-07-18;4508.54;1828.09;EUR;FIXE;2.4558;180;T000117;CLOTURE;PARTICULIER
C000846;ETB001;LIVRET_A;EPARGNE;2022-12-07;;335615.7;;EUR;;;;T000354;CONTENTIEUX;
C000847;ETB001;DECOUVERT;CREDIT;2020-06-20;2024-05-21;378947.04;64221.34;EUR;REVISABLE;;60;T000464;ACTIF;PARTICULIER
C000848;ETB001;CREDIT_BAIL;CREDIT;2020-10-13;2040-10-21;356498.67;69502.11;EUR;VARIABLE;;240;T000387;ACTIF;ETI
C000849;ETB001;DECOUVERT;CREDIT;2017-05-09;2029-08-21;288849.39;166083.44;EUR;VARIABLE;;60;T000105;ACTIF;
C000850;ETB001;DAV;DEPOT;2021-01-29;;205178.21;;EUR;;;;T000330;ACTIF;
C000851;ETB001;CREDIT_BAIL;CREDIT;2016-05-19;2028-08-27;60141.65;12567.08;EUR;FIXE;2.7053;180;T000359;ACTIF;PME
C000852;ETB001;DECOUVERT;CREDIT;2016-10-14;2024-12-08;453603.54;389359.2;EUR;REVISABLE;;300;T000091;CLOTURE;PARTICULIER
C000853;ETB001;PRET_CONSO;CREDIT;2023-03-02;2030-12-03;372373.09;185356.66;EUR;FIXE;3.7146;300;T000349;CONTENTIEUX;PME
C000854;ETB001;CAT;DEPOT;2017-05-31;;59182.37;;EUR;;;;T000046;CLOTURE;
C000855;ETB001;DAV;DEPOT;2016-06-18;;362913.64;;EUR;;;;T000447;ACTIF;PARTICULIER
C000856;ETB001;PRET_IMMO;CREDIT;2019-07-01;2026-03-03;139517.84;36101.5;EUR;FIXE;1.9601;60;T000054;ACTIF;
C000857;ETB001;LIVRET_A;EPARGNE;2022-05-25;;67496.44;;EUR;;;;T000025;ACTIF;PME
C000858;ETB001;PEL;EPARGNE;2021-03-25;;174155.81;;EUR;;;;T000270;CONTENTIEUX;
C000859;ETB001;CREDIT_BAIL;CREDIT;2015-12-04;2040-08-19;129431.64;97530.4;EUR;FIXE;1.3505;240;T000194;ACTIF;PARTICULIER
C000860;ETB001;CREDIT_BAIL;CREDIT;2023-01-06;2028-06-20;191571.88;28269.81;EUR;FIXE;2.4321;240;T000330;ACTIF;ETI
C000861;ETB001;PEL;EPARGNE;2017-09-03;;498218.81;;EUR;;;;T000496;CONTENTIEUX;PARTICULIER
C000862;ETB001;LIVRET_A;EPARGNE;2016-01-08;;215661.96;;EUR;;;;T000268;ACTIF;
C000863;ETB001;DECOUVERT;CREDIT;2023-09-28;2035-08-24;351974.78;252969.89;EUR;VARIABLE;;240;T000479;CONTENTIEUX;ETI
C000864;ETB001;PRET_CONSO;CREDIT;2015-12-03;2040-08-31;84884.3;54983.85;EUR;VARIABLE;;60;T000359;ACTIF;
C000865;ETB001;LIVRET_A;EPARGNE;2019-08-25;;401927.96;;EUR;;;;T000274;ACTIF;
C000866;ETB001;DAV;DEPOT;2020-08-12;;310374.96;;EUR;;;;T000115;ACTIF;PME
C000867;ETB001;PEL;EPARGNE;2016-09-22;;121413.79;;EUR;;;;T000149;ACTIF;
C000868;ETB001;CREDIT_BAIL;CREDIT;2023-01-17;2028-03-27;477858.27;411619.01;EUR;FIXE;3.3293;240;T000257;ACTIF;
C000869;ETB001;DECOUVERT;CREDIT;2016-02-12;2030-06-12;93404.79;82275.83;EUR;VARIABLE;;240;T000485;ACTIF;PME
C000870;ETB001;PEL;EPARGNE;2023-06-09;;71148.38;;EUR;;;;T000023;ACTIF;PME
C000871;ETB001;LIVRET_A;EPARGNE;2015-12-28;;187822.33;;EUR;;;;T000113;CLOTURE;
C000872;ETB001;CREDIT_BAIL;CREDIT;2023-01-01;2040-02-05;157503.71;110374.34;EUR;REVISABLE;;120;T000392;ACTIF;
C000873;ETB001;DAV;DEPOT;2019-08-20;;294512.56;;EUR;;;;T000029;ACTIF;ETI
C000874;ETB001;CAT;DEPOT;2021-11-28;;139801.47;;EUR;;;;T000334;ACTIF;PME
C000875;ETB001;PRET_IMMO;CREDIT;2022-05-26;2027-03-16;343550.74;44360.49;EUR;FIXE;1.9218;180;T000010;CLOTURE;ETI
C000876;ETB001;PRET_IMMO;CREDIT;2016-04-28;2036-07-15;156644.04;39959.77;EUR;REVISABLE;;180;T000172;ACTIF;PME
C000877;ETB001;LIVRET_A;EPARGNE;2023-07-24;;187995.94;;EUR;;;;T000447;CONTENTIEUX;PME
C000878;ETB001;DAV;DEPOT;2019-07-19;;305177.58;;EUR;;;;T000428;ACTIF;
C000879;ETB001;PEL;EPARGNE;2021-03-12;;183189.42;;EUR;;;;T000300;ACTIF;PARTICULIER
C000880;ETB001;CAT;DEPOT;2020-07-19;;83659.16;;EUR;;;;T000426;CLOTURE;PME
C000881;ETB001;DECOUVERT;CREDIT;2023-01-04;2034-01-06;322042.92;156387.09;EUR;REVISABLE;;300;T000263;ACTIF;PME
C000882;ETB001;PEL;EPARGNE;2016-05-31;;161943.42;;EUR;;;;T000465;ACTIF;
C000883;ETB001;PRET_IMMO;CREDIT;2022-03-03;2034-07-24;413813.61;90310.0;EUR;VARIABLE;;180;T000223;ACTIF;ETI
C000884;ETB001;CREDIT_BAIL;CREDIT;2023-03-11;2024-11-27;399920.92;293762.25;EUR;REVISABLE;;240;T000189;ACTIF;PARTICULIER
C000885;ETB001;DECOUVERT;CREDIT;2017-12-23;2034-06-16;115225.12;61894.14;EUR;REVISABLE;;180;T000439;ACTIF;PME
C000886;ETB001;LIVRET_A;EPARGNE;2020-05-11;;353614.5;;EUR;;;;T000379;ACTIF;PARTICULIER
C000887;ETB001;DAV;DEPOT;2022-10-31;;353015.12;;EUR;;;;T000315;CLOTURE;PARTICULIER
C000888;ETB001;CREDIT_BAIL;CREDIT;2022-07-28;2033-05-20;170930.45;125257.97;EUR;VARIABLE;;60;T000291;ACTIF;ETI
C000889;ETB001;DECOUVERT;CREDIT;2015-08-18;2032-04-28;323639.92;62603.05;EUR;REVISABLE;;180;T000430;ACTIF;ETI
C000890;ETB001;DAV;DEPOT;2021-11-03;;400458.3;;EUR;;;;T000341;ACTIF;ETI
C000891;ETB001;DAV;DEPOT;2017-11-16;;142237.0;;EUR;;;;T000275;CLOTURE;ETI
C000892;ETB001;DECOUVERT;CREDIT;2023-12-03;2026-09-30;399734.9;70205.74;EUR;REVISABLE;;120;T000196;CLOTURE;PME
C000893;ETB001;DECOUVERT;CREDIT;2020-11-20;2038-02-21;395744.0;251485.09;EUR;VARIABLE;;180;T000284;ACTIF;PME
C000894;ETB001;PRET_IMMO;CREDIT;2019-03-29;2037-03-15;26778.94;7593.97;EUR;FIXE;2.0054;120;T000162;ACTIF;PME
C000895;ETB001;LIVRET_A;EPARGNE;2015-05-15;;223456.63;;EUR;;;;T000112;ACTIF;PARTICULIER
C000896;ETB001;PRET_CONSO;CREDIT;2017-07-24;2027-07-12;207832.16;154357.93;EUR;REVISABLE;;120;T000091;CONTENTIEUX;ETI
C000897;ETB001;PRET_CONSO;CREDIT;2020-05-20;2028-03-17;150897.93;108703.5;EUR;FIXE;0.5034;60;T000356;CLOTURE;PME
C000898;ETB001;PRET_CONSO;CREDIT;2016-04-15;2028-08-23;122126.61;102886.05;EUR;REVISABLE;;240;T000085;ACTIF;PME
C000899;ETB001;CREDIT_BAIL;CREDIT;2020-05-21;2029-04-29;73523.03;59308.64;EUR;FIXE;0.5801;240;T000369;CLOTURE;PME
C000900;ETB001;DECOUVERT;CREDIT;2021-03-14;2027-08-16;35801.73;12713.9;EUR;FIXE;0.8997;300;T000389;ACTIF;ETI
C000901;ETB001;LIVRET_A;EPARGNE;2018-06-03;;125355.97;;EUR;;;;T000043;ACTIF;PARTICULIER
C000902;ETB001;CAT;DEPOT;2022-12-19;;432218.64;;EUR;;;;T000209;ACTIF;PARTICULIER
C000903;ETB001;LIVRET_A;EPARGNE;2016-11-24;;401313.52;;EUR;;;;T000083;CLOTURE;
C000904;ETB001;CAT;DEPOT;2019-10-02;;401342.52;;EUR;;;;T000383;ACTIF;ETI
C000905;ETB001;LIVRET_A;EPARGNE;2015-04-21;;358789.01;;EUR;;;;T000423;CONTENTIEUX;ETI
C000906;ETB001;CREDIT_BAIL;CREDIT;2020-04-14;2034-02-08;125931.48;96793.69;EUR;FIXE;3.742;60;T000484;CONTENTIEUX;PME
C000907;ETB001;CREDIT_BAIL;CREDIT;2015-11-01;2040-11-30;463909.24;143659.3;EUR;REVISABLE;;60;T000134;CLOTURE;
C000908;ETB001;CAT;DEPOT;2021-03-27;;66504.24;;EUR;;;;T000077;CLOTURE;PME
C000909;ETB001;CAT;DEPOT;2015-09-05;;298986.23;;EUR;;;;T000051;CONTENTIEUX;PME
C000910;ETB001;LIVRET_A;EPARGNE;2016-01-12;;290062.82;;EUR;;;;T000400;ACTIF;PARTICULIER
C000911;ETB001;CREDIT_BAIL;CREDIT;2020-05-31;2036-01-20;21185.4;15685.47;EUR;VARIABLE;;240;T000296;ACTIF;
C000912;ETB001;LIVRET_A;EPARGNE;2019-03-29;;142645.17;;EUR;;;;T000287;CONTENTIEUX;PARTICULIER
C000913;ETB001;PRET_IMMO;CREDIT;2019-03-11;2040-07-15;486567.94;89606.11;EUR;REVISABLE;;300;T000264;ACTIF;ETI
C000914;ETB001;LIVRET_A;EPARGNE;2022-01-01;;333383.25;;EUR;;;;T000459;ACTIF;ETI
C000915;ETB001;LIVRET_A;EPARGNE;2019-02-20;;211286.85;;EUR;;;;T000491;ACTIF;
C000916;ETB001;PRET_CONSO;CREDIT;2017-12-25;2037-09-13;359552.92;162492.59;EUR;VARIABLE;;60;T000292;ACTIF;PME
C000917;ETB001;PRET_CONSO;CREDIT;2020-02-11;2026-04-24;12492.61;3588.44;EUR;FIXE;3.6244;120;T000065;ACTIF;PME
C000918;ETB001;DAV;DEPOT;2016-06-02;;404782.14;;EUR;;;;T000006;ACTIF;ETI
C000919;ETB001;CAT;DEPOT;2023-11-29;;407370.58;;EUR;;;;T000468;ACTIF;PME
C000920;ETB001;PRET_CONSO;CREDIT;2016-04-21;2035-07-24;484361.96;185896.87;EUR;VARIABLE;;180;T000481;CONTENTIEUX;PME
C000921;ETB001;LIVRET_A;EPARGNE;2020-01-24;;304787.41;;EUR;;;;T000283;CLOTURE;
C000922;ETB001;CREDIT_BAIL;CREDIT;2023-01-23;2035-04-26;469678.99;174860.87;EUR;REVISABLE;;120;T000113;ACTIF;ETI
C000923;ETB001;DECOUVERT;CREDIT;2020-11-12;2025-04-16;485872.71;274685.46;EUR;FIXE;2.9971;180;T000052;CLOTURE;PARTICULIER
C000924;ETB001;CREDIT_BAIL;CREDIT;2018-06-20;2030-10-25;50831.93;18067.13;EUR;REVISABLE;;60;T000099;CONTENTIEUX;ETI
C000925;ETB001;DECOUVERT;CREDIT;2019-02-27;2029-08-21;397330.54;100875.3;EUR;REVISABLE;;240;T000431;ACTIF;PARTICULIER
C000926;ETB001;PRET_IMMO;CREDIT;2019-11-19;2035-05-21;392617.21;220319.28;EUR;VARIABLE;;180;T000017;ACTIF;PARTICULIER
C000927;ETB001;DECOUVERT;CREDIT;2020-11-29;2034-09-08;262374.68;224903.19;EUR;REVISABLE;;60;T000234;CONTENTIEUX;
C000928;ETB001;PRET_CONSO;CREDIT;2023-03-03;2025-02-19;43228.78;13712.85;EUR;REVISABLE;;300;T000273;ACTIF;PME
C000929;ETB001;DECOUVERT;CREDIT;2016-01-06;2031-02-09;96851.73;67622.04;EUR;FIXE;2.6945;120;T000441;ACTIF;
C000930;ETB001;LIVRET_A;EPARGNE;2016-06-13;;219267.28;;EUR;;;;T000368;ACTIF;
C000931;ETB001;LIVRET_A;EPARGNE;2023-08-01;;190136.77;;EUR;;;;T000354;CLOTURE;ETI
C000932;ETB001;CREDIT_BAIL;CREDIT;2023-10-06;2030-10-17;128612.73;75771.04;EUR;REVISABLE;;60;T000440;CONTENTIEUX;PARTICULIER
C000933;ETB001;LIVRET_A;EPARGNE;2018-04-28;;40920.17;;EUR;;;;T000196;CLOTURE;PME
C000934;ETB001;CAT;DEPOT;2015-01-24;;26634.02;;EUR;;;;T000209;CONTENTIEUX;ETI
C000935;ETB001;PEL;EPARGNE;2015-09-18;;186526.1;;EUR;;;;T000356;CLOTURE;PARTICULIER
C000936;ETB001;PRET_IMMO;CREDIT;2021-02-13;2031-01-25;110538.65;40843.71;EUR;VARIABLE;;180;T000093;ACTIF;ETI
C000937;ETB001;CREDIT_BAIL;CREDIT;2015-07-03;2031-10-08;6345.52;1410.67;EUR;FIXE;1.3887;240;T000249;ACTIF;PARTICULIER
C000938;ETB001;CREDIT_BAIL;CREDIT;2016-10-13;2029-05-01;447826.44;371016.95;EUR;VARIABLE;;180;T000214;ACTIF;PME
C000939;ETB001;PRET_CONSO;CREDIT;2022-08-14;2025-08-12;298461.66;253300.97;EUR;FIXE;2.6692;120;T000392;CONTENTIEUX;ETI
C000940;ETB001;PEL;EPARGNE;2016-04-05;;343486.97;;EUR;;;;T000460;ACTIF;PME
C000941;ETB001;PEL;EPARGNE;2020-09-22;;164730.0;;EUR;;;;T000318;CONTENTIEUX;PME
C000942;ETB001;PRET_IMMO;CREDIT;2019-04-14;2031-08-25;306019.89;147356.3;EUR;VARIABLE;;120;T000136;CONTENTIEUX;
C000943;ETB001;CREDIT_BAIL;CREDIT;2015-11-13;2035-05-28;270172.47;46469.2;EUR;VARIABLE;;240;T000294;ACTIF;PME
C000944;ETB001;PRET_CONSO;CREDIT;2020-10-23;2029-04-18;15921.7;11709.2;EUR;FIXE;3.1419;120;T000382;ACTIF;PARTICULIER
C000945;ETB001;PRET_CONSO;CREDIT;2019-11-15;2034-02-28;159429.67;63073.23;EUR;FIXE;1.8167;300;T000092;ACTIF;ETI
C000946;ETB001;CREDIT_BAIL;CREDIT;2023-11-21;2027-03-15;252807.72;85627.77;EUR;FIXE;2.6942;60;T000117;CLOTURE;PARTICULIER
C000947;ETB001;LIVRET_A;EPARGNE;2019-12-24;;17358.97;;EUR;;;;T000079;CONTENTIEUX;
C000948;ETB001;CREDIT_BAIL;CREDIT;2021-01-28;2026-11-01;132037.57;98785.6;EUR;FIXE;1.0904;240;T000451;ACTIF;
C000949;ETB001;LIVRET_A;EPARGNE;2020-03-23;;331935.0;;EUR;;;;T000016;ACTIF;PME
C000950;ETB001;DAV;DEPOT;2017-10-29;;383581.95;;EUR;;;;T000230;CONTENTIEUX;
C000951;ETB001;DAV;DEPOT;2017-04-01;;402594.9;;EUR;;;;T000466;ACTIF;
C000952;ETB001;LIVRET_A;EPARGNE;2020-04-11;;153828.43;;EUR;;;;T000346;ACTIF;PME
C000953;ETB001;PEL;EPARGNE;2022-11-20;;419339.99;;EUR;;;;T000126;CLOTURE;PARTICULIER
C000954;ETB001;PRET_CONSO;CREDIT;2018-08-27;2038-04-17;46268.23;28992.78;EUR;REVISABLE;;240;T000452;ACTIF;
C000955;ETB001;PEL;EPARGNE;2018-03-20;;89171.99;;EUR;;;;T000457;CONTENTIEUX;
C000956;ETB001;DECOUVERT;CREDIT;2016-03-31;2027-11-01;42728.38;9826.6;EUR;FIXE;2.2216;120;T000351;ACTIF;ETI
C000957;ETB001;DAV;DEPOT;2022-02-21;;85527.27;;EUR;;;;T000218;ACTIF;
C000958;ETB001;LIVRET_A;EPARGNE;2018-04-07;;251714.8;;EUR;;;;T000164;ACTIF;PARTICULIER
C000959;ETB001;PRET_IMMO;CREDIT;2023-08-24;2030-06-19;159405.67;83898.98;EUR;VARIABLE;;60;T000400;CLOTURE;PARTICULIER
C000960;ETB001;LIVRET_A;EPARGNE;2018-01-02;;486526.76;;EUR;;;;T000382;CONTENTIEUX;
C000961;ETB001;LIVRET_A;EPARGNE;2015-10-16;;417773.36;;EUR;;;;T000265;ACTIF;PME
C000962;ETB001;CAT;DEPOT;2016-10-22;;442144.82;;EUR;;;;T000051;ACTIF;PME
C000963;ETB001;DAV;DEPOT;2018-07-04;;318256.69;;EUR;;;;T000053;ACTIF;PARTICULIER
C000964;ETB001;DECOUVERT;CREDIT;2019-10-05;2024-07-12;433288.24;265550.88;EUR;VARIABLE;;240;T000399;CONTENTIEUX;ETI
C000965;ETB001;PRET_IMMO;CREDIT;2019-07-30;2028-08-31;213789.17;56373.89;EUR;REVISABLE;;120;T000401;CLOTURE;PARTICULIER
C000966;ETB001;DECOUVERT;CREDIT;2020-01-10;2030-11-30;320539.81;185578.69;EUR;REVISABLE;;180;T000233;ACTIF;PME
C000967;ETB001;LIVRET_A;EPARGNE;2019-08-05;;187220.9;;EUR;;;;T000396;ACTIF;PME
C000968;ETB001;LIVRET_A;EPARGNE;2018-05-11;;421425.28;;EUR;;;;T000463;ACTIF;PME
C000969;ETB001;DECOUVERT;CREDIT;2021-12-17;2039-08-21;349728.89;302178.09;EUR;VARIABLE;;240;T000159;CLOTURE;ETI
C000970;ETB001;PEL;EPARGNE;2022-03-27;;390262.12;;EUR;;;;T000209;ACTIF;PME
C000971;ETB001;DAV;DEPOT;2016-10-03;;75819.6;;EUR;;;;T000413;ACTIF;
C000972;ETB001;PRET_IMMO;CREDIT;2020-12-18;2029-03-03;294329.0;166761.93;EUR;FIXE;1.2819;240;T000104;ACTIF;
C000973;ETB001;CREDIT_BAIL;CREDIT;2023-12-06;2029-08-25;481099.01;306921.84;EUR;VARIABLE;;60;T000115;ACTIF;PME
C000974;ETB001;CAT;DEPOT;2017-01-31;;365838.93;;EUR;;;;T000019;CLOTURE;ETI
C000975;ETB001;DECOUVERT;CREDIT;2016-10-13;2028-02-04;169342.6;114133.82;EUR;FIXE;2.8181;120;T000480;CONTENTIEUX;ETI
C000976;ETB001;LIVRET_A;EPARGNE;2022-08-20;;40745.31;;EUR;;;;T000001;ACTIF;PME
C000977;ETB001;DAV;DEPOT;2023-12-15;;371317.22;;EUR;;;;T000263;CLOTURE;PARTICULIER
C000978;ETB001;DECOUVERT;CREDIT;2023-07-07;2032-05-02;126646.45;108538.45;EUR;VARIABLE;;240;T000219;ACTIF;
C000979;ETB001;CREDIT_BAIL;CREDIT;2023-10-09;2034-11-17;419011.89;258007.44;EUR;VARIABLE;;60;T000479;CLOTURE;PME
C000980;ETB001;PEL;EPARGNE;2018-10-09;;80344.69;;EUR;;;;T000025;ACTIF;PARTICULIER
C000981;ETB001;LIVRET_A;EPARGNE;2020-05-07;;291301.53;;EUR;;;;T000477;ACTIF;
C000982;ETB001;CAT;DEPOT;2018-01-17;;60439.48;;EUR;;;;T000043;ACTIF;
C000983;ETB001;CREDIT_BAIL;CREDIT;2016-09-28;2031-06-22;281631.33;198164.53;EUR;VARIABLE;;60;T000066;ACTIF;PME
C000984;ETB001;CREDIT_BAIL;CREDIT;2019-02-03;2038-08-11;459164.42;48821.05;EUR;VARIABLE;;180;T000105;CONTENTIEUX;PARTICULIER
C000985;ETB001;PRET_CONSO;CREDIT;2016-01-20;2040-08-09;433655.88;119739.04;EUR;VARIABLE;;120;T000442;ACTIF;
C000986;ETB001;PEL;EPARGNE;2016-07-15;;317873.62;;EUR;;;;T000013;ACTIF;PARTICULIER
C000987;ETB001;PRET_IMMO;CREDIT;2022-08-01;2033-01-27;27635.43;17536.94;EUR;REVISABLE;;60;T000155;ACTIF;
C000988;ETB001;CREDIT_BAIL;CREDIT;2016-11-10;2029-08-24;282906.2;31225.07;EUR;REVISABLE;;240;T000258;ACTIF;PME
C000989;ETB001;CREDIT_BAIL;CREDIT;2021-11-25;2038-03-05;268131.25;146107.34;EUR;REVISABLE;;60;T000386;CONTENTIEUX;PME
C000990;ETB001;CAT;DEPOT;2016-05-02;;261555.29;;EUR;;;;T000086;ACTIF;PME
C000991;ETB001;PEL;EPARGNE;2015-03-13;;161588.21;;EUR;;;;T000124;ACTIF;ETI
C000992;ETB001;PRET_IMMO;CREDIT;2017-04-09;2033-11-26;276877.86;39705.28;EUR;FIXE;4.3622;300;T000012;ACTIF;PME
C000993;ETB001;PRET_CONSO;CREDIT;2020-04-17;2033-06-22;446044.33;56723.17;EUR;REVISABLE;;60;T000086;ACTIF;
C000994;ETB001;DECOUVERT;CREDIT;2018-09-01;2034-07-23;57301.72;48204.23;EUR;FIXE;0.9758;300;T000478;ACTIF;
C000995;ETB001;DAV;DEPOT;2015-06-10;;170808.32;;EUR;;;;T000213;ACTIF;ETI
C000996;ETB001;DAV;DEPOT;2022-05-16;;156149.38;;EUR;;;;T000130;ACTIF;PME
C000997;ETB001;LIVRET_A;EPARGNE;2019-09-12;;47049.77;;EUR;;;;T000333;ACTIF;
C000998;ETB001;DAV;DEPOT;2019-04-29;;62757.24;;EUR;;;;T000427;ACTIF;ETI
C000999;ETB001;CAT;DEPOT;2017-07-09;;215140.71;;EUR;;;;T000023;CLOTURE;
C001000;ETB001;LIVRET_A;EPARGNE;2017-03-19;;75851.35;;EUR;;;;T000234;ACTIF;
